Latitude (decimal degrees):	44.505
Longitude (decimal degrees):	11.345
Elevation (m):	47
Radiation database:	PVGIS-SARAH


Slope: 41 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150119:0410,0.0,0.0,0.0,2.37,1.53,0.0
20150119:0510,0.0,0.0,0.0,2.03,1.61,0.0
20150119:0610,0.0,0.0,0.0,1.68,1.7,0.0
20150119:0710,1800.0,9.56,3.06,2.86,1.57,0.0
20150119:0810,426010.0,491.53,11.43,4.04,1.45,0.0
20150119:0910,501100.0,587.39,18.24,5.22,1.32,0.0
20150119:1010,535820.0,639.42,22.95,6.59,0.94,0.0
20150119:1110,584190.0,712.09,25.06,7.96,0.56,0.0
20150119:1210,583470.0,721.77,24.32,9.33,0.18,0.0
20150119:1310,615970.0,757.85,20.82,9.18,0.6,0.0
20150119:1410,534440.0,642.5,14.96,9.03,1.02,0.0
20150119:1510,295590.0,348.46,7.27,8.87,1.43,0.0
20150119:1610,0.0,0.0,0.0,7.13,1.39,0.0
20150119:1710,0.0,0.0,0.0,5.39,1.35,0.0
20150119:1810,0.0,0.0,0.0,3.65,1.31,0.0
20150119:1910,0.0,0.0,0.0,3.26,1.53,0.0
20150119:2010,0.0,0.0,0.0,2.87,1.75,0.0
20150119:2110,0.0,0.0,0.0,2.48,1.97,0.0
20150119:2210,0.0,0.0,0.0,2.47,1.62,0.0
20150119:2310,0.0,0.0,0.0,2.46,1.27,0.0
20150120:0010,0.0,0.0,0.0,2.45,0.92,0.0
20150120:0110,0.0,0.0,0.0,2.64,0.82,0.0
20150120:0210,0.0,0.0,0.0,2.83,0.71,0.0
20150120:0310,0.0,0.0,0.0,3.03,0.61,0.0
20150120:0410,0.0,0.0,0.0,3.05,0.71,0.0
20150120:0510,0.0,0.0,0.0,3.06,0.81,0.0
20150120:0610,0.0,0.0,0.0,3.08,0.91,0.0
20150120:0710,2090.0,10.15,3.17,3.9,1.18,0.0
20150120:0810,65710.0,90.12,11.57,4.73,1.45,0.0
20150120:0910,73740.0,100.32,18.41,5.55,1.72,0.0
20150120:1010,54580.0,78.68,23.14,6.13,1.49,0.0
20150120:1110,34510.0,54.91,25.27,6.7,1.26,0.0
20150120:1210,21340.0,38.47,24.54,7.27,1.03,0.0
20150120:1310,25210.0,43.4,21.04,7.22,1.22,0.0
20150120:1410,19000.0,35.36,15.18,7.17,1.4,0.0
20150120:1510,8850.0,21.31,7.49,7.12,1.59,0.0
20150120:1610,0.0,0.0,0.0,6.29,1.57,0.0
20150120:1710,0.0,0.0,0.0,5.45,1.55,0.0
20150120:1810,0.0,0.0,0.0,4.62,1.53,0.0
20150120:1910,0.0,0.0,0.0,4.39,1.43,0.0
20150120:2010,0.0,0.0,0.0,4.16,1.32,0.0
20150120:2110,0.0,0.0,0.0,3.93,1.21,0.0
20150120:2210,0.0,0.0,0.0,3.8,1.11,0.0
20150120:2310,0.0,0.0,0.0,3.68,1.01,0.0
20150121:0010,0.0,0.0,0.0,3.56,0.91,0.0
20150121:0110,0.0,0.0,0.0,3.68,0.82,0.0
20150121:0210,0.0,0.0,0.0,3.8,0.73,0.0
20150121:0310,0.0,0.0,0.0,3.93,0.63,0.0
20150121:0410,0.0,0.0,0.0,3.76,0.63,0.0
20150121:0510,0.0,0.0,0.0,3.6,0.63,0.0
20150121:0610,0.0,0.0,0.0,3.43,0.63,0.0
20150121:0710,1480.0,8.95,3.3,4.08,0.81,0.0
20150121:0810,50780.0,73.25,11.72,4.74,0.98,0.0
20150121:0910,105160.0,135.45,18.58,5.39,1.16,0.0
20150121:1010,45650.0,68.06,23.33,5.87,1.96,0.0
20150121:1110,33140.0,53.11,25.49,6.35,2.77,0.0
20150121:1210,154090.0,190.57,24.77,6.82,3.57,0.0
20150121:1310,30180.0,49.49,21.27,6.7,3.36,0.0
20150121:1410,184570.0,221.76,15.4,6.58,3.15,0.0
20150121:1510,23860.0,41.22,7.71,6.46,2.94,0.0
20150121:1610,0.0,0.0,0.0,6.37,2.9,0.0
20150121:1710,0.0,0.0,0.0,6.28,2.86,0.0
20150121:1810,0.0,0.0,0.0,6.19,2.83,0.0
20150121:1910,0.0,0.0,0.0,6.27,2.47,0.0
20150121:2010,0.0,0.0,0.0,6.36,2.11,0.0
20150121:2110,0.0,0.0,0.0,6.45,1.75,0.0
20150121:2210,0.0,0.0,0.0,6.45,1.9,0.0
20150121:2310,0.0,0.0,0.0,6.45,2.05,0.0
20150122:0010,0.0,0.0,0.0,6.46,2.19,0.0
20150122:0110,0.0,0.0,0.0,6.47,2.06,0.0
20150122:0210,0.0,0.0,0.0,6.48,1.93,0.0
20150122:0310,0.0,0.0,0.0,6.5,1.79,0.0
20150122:0410,0.0,0.0,0.0,6.13,1.31,0.0
20150122:0510,0.0,0.0,0.0,5.76,0.84,0.0
20150122:0610,0.0,0.0,0.0,5.39,0.36,0.0
20150122:0710,1750.0,9.54,3.43,6.25,0.68,0.0
20150122:0810,12800.0,26.97,11.87,7.11,0.99,0.0
20150122:0910,37930.0,59.31,18.76,7.96,1.31,0.0
20150122:1010,65240.0,91.91,23.54,8.41,1.52,0.0
20150122:1110,52020.0,76.51,25.71,8.85,1.73,0.0
20150122:1210,39660.0,61.74,25.0,9.29,1.94,0.0
20150122:1310,83000.0,112.43,21.51,8.73,2.04,0.0
20150122:1410,6690.0,18.1,15.63,8.17,2.13,0.0
20150122:1510,490.0,6.86,7.93,7.61,2.22,0.0
20150122:1610,0.0,0.0,0.0,7.2,2.34,0.0
20150122:1710,0.0,0.0,0.0,6.78,2.47,0.0
20150122:1810,0.0,0.0,0.0,6.37,2.59,0.0
20150122:1910,0.0,0.0,0.0,6.28,2.92,0.0
20150122:2010,0.0,0.0,0.0,6.19,3.26,0.0
20150122:2110,0.0,0.0,0.0,6.1,3.59,0.0
20150122:2210,0.0,0.0,0.0,6.01,3.54,0.0
20150122:2310,0.0,0.0,0.0,5.93,3.5,0.0
20150123:0010,0.0,0.0,0.0,5.85,3.46,0.0
20150123:0110,0.0,0.0,0.0,5.35,3.5,0.0
20150123:0210,0.0,0.0,0.0,4.86,3.54,0.0
20150123:0310,0.0,0.0,0.0,4.37,3.57,0.0
20150123:0410,0.0,0.0,0.0,4.17,3.41,0.0
20150123:0510,0.0,0.0,0.0,3.98,3.24,0.0
20150123:0610,0.0,0.0,0.0,3.78,3.08,0.0
20150123:0710,3040.0,11.92,3.56,4.75,3.0,0.0
20150123:0810,104010.0,132.69,12.03,5.72,2.93,0.0
20150123:0910,132850.0,166.23,18.94,6.68,2.86,0.0
20150123:1010,125230.0,159.01,23.74,7.24,3.03,0.0
20150123:1110,53140.0,77.41,25.94,7.8,3.2,0.0
20150123:1210,212870.0,257.03,25.24,8.35,3.37,0.0
20150123:1310,99480.0,130.7,21.75,8.29,3.02,0.0
20150123:1410,74330.0,101.63,15.87,8.23,2.68,0.0
20150123:1510,10910.0,24.39,8.15,8.16,2.33,0.0
20150123:1610,0.0,0.0,0.0,7.73,2.4,0.0
20150123:1710,0.0,0.0,0.0,7.3,2.46,0.0
20150123:1810,0.0,0.0,0.0,6.87,2.52,0.0
20150123:1910,0.0,0.0,0.0,6.6,2.09,0.0
20150123:2010,0.0,0.0,0.0,6.34,1.65,0.0
20150123:2110,0.0,0.0,0.0,6.08,1.21,0.0
20150123:2210,0.0,0.0,0.0,5.99,1.54,0.0
20150123:2310,0.0,0.0,0.0,5.9,1.87,0.0
20150124:0010,0.0,0.0,0.0,5.81,2.19,0.0
20150124:0110,0.0,0.0,0.0,6.22,1.94,0.0
20150124:0210,0.0,0.0,0.0,6.63,1.69,0.0
20150124:0310,0.0,0.0,0.0,7.04,1.43,0.0
20150124:0410,0.0,0.0,0.0,6.88,1.19,0.0
20150124:0510,0.0,0.0,0.0,6.72,0.95,0.0
20150124:0610,0.0,0.0,0.0,6.56,0.7,0.0
20150124:0710,2340.0,10.72,3.71,7.09,1.05,0.0
20150124:0810,85080.0,113.06,12.19,7.62,1.4,0.0
20150124:0910,557930.0,664.27,19.13,8.14,1.75,0.0
20150124:1010,741100.0,906.62,23.96,8.81,1.97,0.0
20150124:1110,532910.0,636.14,26.17,9.47,2.18,0.0
20150124:1210,177780.0,220.45,25.49,10.13,2.4,0.0
20150124:1310,678910.0,828.4,21.99,10.37,2.02,0.0
20150124:1410,644590.0,786.35,16.11,10.61,1.65,0.0
20150124:1510,178320.0,218.48,8.38,10.84,1.27,0.0
20150124:1610,0.0,0.0,0.0,9.27,1.02,0.0
20150124:1710,0.0,0.0,0.0,7.7,0.76,0.0
20150124:1810,0.0,0.0,0.0,6.14,0.51,0.0
20150124:1910,0.0,0.0,0.0,5.49,0.63,0.0
20150124:2010,0.0,0.0,0.0,4.85,0.76,0.0
20150124:2110,0.0,0.0,0.0,4.21,0.88,0.0
20150124:2210,0.0,0.0,0.0,3.75,1.19,0.0
20150124:2310,0.0,0.0,0.0,3.29,1.5,0.0
20150125:0010,0.0,0.0,0.0,2.84,1.81,0.0
20150125:0110,0.0,0.0,0.0,3.92,1.73,0.0
20150125:0210,0.0,0.0,0.0,5.01,1.66,0.0
20150125:0310,0.0,0.0,0.0,6.1,1.59,0.0
20150125:0410,0.0,0.0,0.0,5.29,1.58,0.0
20150125:0510,0.0,0.0,0.0,4.47,1.58,0.0
20150125:0610,0.0,0.0,0.0,3.66,1.57,0.0
20150125:0710,2070.0,10.12,3.86,4.45,1.88,0.0
20150125:0810,115170.0,144.81,12.37,5.24,2.19,0.0
20150125:0910,179100.0,216.56,19.32,6.02,2.5,0.0
20150125:1010,173350.0,212.13,24.18,6.66,2.19,0.0
20150125:1110,585070.0,696.73,26.41,7.3,1.89,0.0
20150125:1210,641640.0,775.08,25.74,7.93,1.59,0.0
20150125:1310,709710.0,864.56,22.24,7.93,1.62,0.0
20150125:1410,530520.0,628.97,16.35,7.92,1.65,0.0
20150125:1510,508670.0,599.16,8.61,7.91,1.68,0.0
20150125:1610,0.0,0.0,0.0,6.91,1.25,0.0
20150125:1710,0.0,0.0,0.0,5.91,0.81,0.0
20150125:1810,0.0,0.0,0.0,4.91,0.37,0.0
20150125:1910,0.0,0.0,0.0,4.5,0.32,0.0
20150125:2010,0.0,0.0,0.0,4.09,0.27,0.0
20150125:2110,0.0,0.0,0.0,3.69,0.22,0.0
20150125:2210,0.0,0.0,0.0,3.12,0.45,0.0
20150125:2310,0.0,0.0,0.0,2.55,0.67,0.0
20150126:0010,0.0,0.0,0.0,1.98,0.9,0.0
20150126:0110,0.0,0.0,0.0,2.88,1.08,0.0
20150126:0210,0.0,0.0,0.0,3.78,1.26,0.0
20150126:0310,0.0,0.0,0.0,4.69,1.43,0.0
20150126:0410,0.0,0.0,0.0,3.87,1.37,0.0
20150126:0510,0.0,0.0,0.0,3.06,1.31,0.0
20150126:0610,0.0,0.0,0.0,2.24,1.24,0.0
20150126:0710,3410.0,12.5,4.01,3.08,1.38,0.0
20150126:0810,626230.0,736.26,12.54,3.92,1.52,0.0
20150126:0910,692090.0,825.56,19.53,4.76,1.66,0.0
20150126:1010,776400.0,935.85,24.41,5.46,2.1,0.0
20150126:1110,757950.0,908.91,26.66,6.15,2.55,0.0
20150126:1210,461580.0,538.16,25.99,6.84,2.99,0.0
20150126:1310,707780.0,844.27,22.5,6.94,2.66,0.0
20150126:1410,601880.0,710.41,16.59,7.04,2.32,0.0
20150126:1510,239740.0,282.39,8.84,7.13,1.99,0.0
20150126:1610,0.0,0.0,0.0,6.02,2.13,0.0
20150126:1710,0.0,0.0,0.0,4.9,2.28,0.0
20150126:1810,0.0,0.0,0.0,3.79,2.43,0.0
20150126:1910,0.0,0.0,0.0,2.79,2.25,0.0
20150126:2010,0.0,0.0,0.0,1.79,2.08,0.0
20150126:2110,0.0,0.0,0.0,0.8,1.9,0.0
20150126:2210,0.0,0.0,0.0,0.63,1.92,0.0
20150126:2310,0.0,0.0,0.0,0.46,1.94,0.0
20150127:0010,0.0,0.0,0.0,0.29,1.96,0.0
20150127:0110,0.0,0.0,0.0,0.08,2.04,0.0
20150127:0210,0.0,0.0,0.0,-0.13,2.12,0.0
20150127:0310,0.0,0.0,0.0,-0.34,2.21,0.0
20150127:0410,0.0,0.0,0.0,-0.65,2.12,0.0
20150127:0510,0.0,0.0,0.0,-0.95,2.04,0.0
20150127:0610,0.0,0.0,0.0,-1.26,1.96,0.0
20150127:0710,4540.0,14.28,4.17,0.44,1.52,0.0
20150127:0810,631370.0,741.12,12.73,2.14,1.09,0.0
20150127:0910,452850.0,529.83,19.73,3.84,0.65,0.0
20150127:1010,240300.0,285.98,24.64,5.11,1.0,0.0
20150127:1110,126870.0,161.22,26.91,6.38,1.36,0.0
20150127:1210,188760.0,230.93,26.25,7.65,1.71,0.0
20150127:1310,137540.0,173.26,22.76,7.54,1.49,0.0
20150127:1410,100110.0,130.57,16.84,7.42,1.26,0.0
20150127:1510,17660.0,33.6,9.08,7.3,1.03,0.0
20150127:1610,0.0,0.0,0.0,6.06,1.41,0.0
20150127:1710,0.0,0.0,0.0,4.82,1.79,0.0
20150127:1810,0.0,0.0,0.0,3.58,2.17,0.0
20150127:1910,0.0,0.0,0.0,3.19,2.24,0.0
20150127:2010,0.0,0.0,0.0,2.81,2.31,0.0
20150127:2110,0.0,0.0,0.0,2.43,2.39,0.0
20150127:2210,0.0,0.0,0.0,1.69,2.48,0.0
20150127:2310,0.0,0.0,0.0,0.95,2.57,0.0
20150128:0010,0.0,0.0,0.0,0.21,2.66,0.0
20150128:0110,0.0,0.0,0.0,-0.01,2.64,0.0
20150128:0210,0.0,0.0,0.0,-0.22,2.62,0.0
20150128:0310,0.0,0.0,0.0,-0.43,2.59,0.0
20150128:0410,0.0,0.0,0.0,-0.52,2.69,0.0
20150128:0510,0.0,0.0,0.0,-0.61,2.78,0.0
20150128:0610,0.0,0.0,0.0,-0.7,2.87,0.0
20150128:0710,3460.0,12.49,4.34,0.79,2.78,0.0
20150128:0810,639480.0,735.86,12.91,2.28,2.69,0.0
20150128:0910,749390.0,883.96,19.95,3.77,2.61,0.0
20150128:1010,781110.0,935.89,24.88,4.97,2.37,0.0
20150128:1110,785860.0,952.37,27.17,6.16,2.13,0.0
20150128:1210,753490.0,918.25,26.52,7.35,1.89,0.0
20150128:1310,755870.0,924.12,23.02,7.22,1.64,0.0
20150128:1410,693160.0,840.41,17.1,7.09,1.38,0.0
20150128:1510,508510.0,600.28,9.32,6.95,1.13,0.0
20150128:1610,0.0,0.0,0.23,5.49,1.43,0.0
20150128:1710,0.0,0.0,0.0,4.02,1.74,0.0
20150128:1810,0.0,0.0,0.0,2.56,2.04,0.0
20150128:1910,0.0,0.0,0.0,1.49,2.21,0.0
20150128:2010,0.0,0.0,0.0,0.43,2.38,0.0
20150128:2110,0.0,0.0,0.0,-0.63,2.55,0.0
20150128:2210,0.0,0.0,0.0,-0.65,2.63,0.0
20150128:2310,0.0,0.0,0.0,-0.67,2.7,0.0
20150129:0010,0.0,0.0,0.0,-0.68,2.77,0.0
20150129:0110,0.0,0.0,0.0,-0.56,2.88,0.0
20150129:0210,0.0,0.0,0.0,-0.43,2.99,0.0
20150129:0310,0.0,0.0,0.0,-0.3,3.1,0.0
20150129:0410,0.0,0.0,0.0,-0.03,3.34,0.0
20150129:0510,0.0,0.0,0.0,0.23,3.57,0.0
20150129:0610,0.0,0.0,0.0,0.5,3.81,0.0
20150129:0710,6000.0,16.65,4.51,1.61,4.0,0.0
20150129:0810,601990.0,682.97,13.11,2.72,4.2,0.0
20150129:0910,471150.0,535.33,20.17,3.83,4.4,0.0
20150129:1010,125270.0,157.23,25.12,4.48,3.77,0.0
20150129:1110,138430.0,172.57,27.43,5.13,3.14,0.0
20150129:1210,214860.0,257.31,26.79,5.78,2.51,0.0
20150129:1310,242800.0,286.97,23.28,5.43,2.33,0.0
20150129:1410,341080.0,394.86,17.35,5.07,2.15,0.0
20150129:1510,89000.0,115.38,9.56,4.71,1.97,0.0
20150129:1610,0.0,0.0,0.46,4.53,1.78,0.0
20150129:1710,0.0,0.0,0.0,4.35,1.6,0.0
20150129:1810,0.0,0.0,0.0,4.17,1.41,0.0
20150129:1910,0.0,0.0,0.0,4.44,1.39,0.0
20150129:2010,0.0,0.0,0.0,4.71,1.37,0.0
20150129:2110,0.0,0.0,0.0,4.98,1.35,0.0
20150129:2210,0.0,0.0,0.0,5.39,1.49,0.0
20150129:2310,0.0,0.0,0.0,5.81,1.64,0.0
20150130:0010,0.0,0.0,0.0,6.23,1.78,0.0
20150130:0110,0.0,0.0,0.0,6.0,1.82,0.0
20150130:0210,0.0,0.0,0.0,5.77,1.85,0.0
20150130:0310,0.0,0.0,0.0,5.54,1.89,0.0
20150130:0410,0.0,0.0,0.0,5.61,2.88,0.0
20150130:0510,0.0,0.0,0.0,5.69,3.88,0.0
20150130:0610,0.0,0.0,0.0,5.76,4.87,0.0
20150130:0710,14340.0,28.48,4.69,5.84,5.2,0.0
20150130:0810,58000.0,81.77,13.31,5.92,5.53,0.0
20150130:0910,16720.0,32.15,20.4,6.0,5.86,0.0
20150130:1010,412420.0,471.68,25.37,5.74,5.99,0.0
20150130:1110,481370.0,549.42,27.7,5.48,6.11,0.0
20150130:1210,670360.0,768.0,27.07,5.22,6.23,0.0
20150130:1310,219270.0,257.93,23.56,4.65,5.98,0.0
20150130:1410,120040.0,149.69,17.61,4.07,5.73,0.0
20150130:1510,145870.0,175.31,9.81,3.49,5.48,0.0
20150130:1610,0.0,0.0,0.69,3.1,4.56,0.0
20150130:1710,0.0,0.0,0.0,2.71,3.64,0.0
20150130:1810,0.0,0.0,0.0,2.33,2.72,0.0
20150130:1910,0.0,0.0,0.0,1.56,3.02,0.0
20150130:2010,0.0,0.0,0.0,0.79,3.32,0.0
20150130:2110,0.0,0.0,0.0,0.02,3.63,0.0
20150130:2210,0.0,0.0,0.0,-0.02,3.54,0.0
20150130:2310,0.0,0.0,0.0,-0.06,3.45,0.0
20150131:0010,0.0,0.0,0.0,-0.1,3.37,0.0
20150131:0110,0.0,0.0,0.0,-0.05,2.65,0.0
20150131:0210,0.0,0.0,0.0,0.0,1.93,0.0
20150131:0310,0.0,0.0,0.0,0.06,1.21,0.0
20150131:0410,0.0,0.0,0.0,-0.18,1.37,0.0
20150131:0510,0.0,0.0,0.0,-0.41,1.53,0.0
20150131:0610,0.0,0.0,0.0,-0.65,1.68,0.0
20150131:0710,431300.0,488.18,4.87,1.03,1.38,0.0
20150131:0810,670490.0,794.5,13.52,2.72,1.09,0.0
20150131:0910,751260.0,919.85,20.63,4.4,0.79,0.0
20150131:1010,776240.0,954.44,25.63,5.25,1.07,0.0
20150131:1110,778590.0,956.76,27.97,6.1,1.35,0.0
20150131:1210,764790.0,936.44,27.35,6.95,1.63,0.0
20150131:1310,260700.0,309.77,23.83,7.1,1.89,0.0
20150131:1410,104850.0,135.68,17.87,7.25,2.14,0.0
20150131:1510,19440.0,35.95,10.06,7.4,2.4,0.0
20150131:1610,0.0,0.0,0.92,6.31,1.99,0.0
20150131:1710,0.0,0.0,0.0,5.22,1.58,0.0
20150131:1810,0.0,0.0,0.0,4.14,1.17,0.0
20150131:1910,0.0,0.0,0.0,3.95,1.08,0.0
20150131:2010,0.0,0.0,0.0,3.76,0.99,0.0
20150131:2110,0.0,0.0,0.0,3.57,0.9,0.0
20150131:2210,0.0,0.0,0.0,3.36,1.31,0.0
20150131:2310,0.0,0.0,0.0,3.16,1.71,0.0
20150201:0010,0.0,0.0,0.0,2.96,2.12,0.0
20150201:0110,0.0,0.0,0.0,2.79,2.46,0.0
20150201:0210,0.0,0.0,0.0,2.62,2.79,0.0
20150201:0310,0.0,0.0,0.0,2.45,3.12,0.0
20150201:0410,0.0,0.0,0.0,2.19,3.41,0.0
20150201:0510,0.0,0.0,0.0,1.93,3.71,0.0
20150201:0610,0.0,0.0,0.0,1.68,4.0,0.0
20150201:0710,101930.0,126.92,5.06,2.4,3.95,0.0
20150201:0810,642180.0,734.2,13.73,3.12,3.9,0.0
20150201:0910,396740.0,452.52,20.87,3.84,3.85,0.0
20150201:1010,676350.0,786.09,25.89,4.84,3.89,0.0
20150201:1110,568210.0,658.66,28.25,5.83,3.92,0.0
20150201:1210,372290.0,432.79,27.63,6.83,3.96,0.0
20150201:1310,386820.0,449.43,24.11,7.05,3.59,0.0
20150201:1410,659930.0,777.88,18.14,7.27,3.21,0.0
20150201:1510,515150.0,599.68,10.3,7.5,2.84,0.0
20150201:1610,0.0,0.0,1.16,5.74,2.51,0.0
20150201:1710,0.0,0.0,0.0,3.99,2.19,0.0
20150201:1810,0.0,0.0,0.0,2.24,1.86,0.0
20150201:1910,0.0,0.0,0.0,1.73,1.5,0.0
20150201:2010,0.0,0.0,0.0,1.22,1.14,0.0
20150201:2110,0.0,0.0,0.0,0.71,0.77,0.0
20150201:2210,0.0,0.0,0.0,0.32,1.49,0.0
20150201:2310,0.0,0.0,0.0,-0.06,2.22,0.0
20150202:0010,0.0,0.0,0.0,-0.45,2.94,0.0
20150202:0110,0.0,0.0,0.0,-0.39,2.62,0.0
20150202:0210,0.0,0.0,0.0,-0.34,2.29,0.0
20150202:0310,0.0,0.0,0.0,-0.28,1.97,0.0
20150202:0410,0.0,0.0,0.0,-0.41,1.78,0.0
20150202:0510,0.0,0.0,0.0,-0.53,1.6,0.0
20150202:0610,0.0,0.0,0.0,-0.65,1.41,0.0
20150202:0710,263010.0,299.54,5.26,1.06,1.55,0.0
20150202:0810,622480.0,725.64,13.95,2.77,1.7,0.0
20150202:0910,713090.0,849.89,21.11,4.48,1.85,0.0
20150202:1010,738800.0,889.46,26.16,5.55,1.91,0.0
20150202:1110,755850.0,917.12,28.54,6.63,1.98,0.0
20150202:1210,754780.0,919.79,27.92,7.7,2.04,0.0
20150202:1310,735680.0,894.97,24.39,7.66,1.9,0.0
20150202:1410,664750.0,800.07,18.41,7.62,1.76,0.0
20150202:1510,525620.0,620.18,10.56,7.58,1.61,0.0
20150202:1610,0.0,0.0,1.39,5.82,1.85,0.0
20150202:1710,0.0,0.0,0.0,4.06,2.08,0.0
20150202:1810,0.0,0.0,0.0,2.31,2.32,0.0
20150202:1910,0.0,0.0,0.0,1.79,2.47,0.0
20150202:2010,0.0,0.0,0.0,1.28,2.63,0.0
20150202:2110,0.0,0.0,0.0,0.77,2.79,0.0
20150202:2210,0.0,0.0,0.0,0.78,3.23,0.0
20150202:2310,0.0,0.0,0.0,0.78,3.68,0.0
20150203:0010,0.0,0.0,0.0,0.79,4.12,0.0
20150203:0110,0.0,0.0,0.0,0.67,2.99,0.0
20150203:0210,0.0,0.0,0.0,0.54,1.85,0.0
20150203:0310,0.0,0.0,0.0,0.42,0.72,0.0
20150203:0410,0.0,0.0,0.0,0.42,1.07,0.0
20150203:0510,0.0,0.0,0.0,0.42,1.42,0.0
20150203:0610,0.0,0.0,0.0,0.43,1.77,0.0
20150203:0710,134620.0,162.04,5.46,1.48,1.62,0.0
20150203:0810,330380.0,379.04,14.17,2.53,1.48,0.0
20150203:0910,169830.0,205.32,21.36,3.58,1.34,0.0
20150203:1010,141580.0,175.98,26.43,4.35,1.23,0.0
20150203:1110,121310.0,154.37,28.83,5.11,1.13,0.0
20150203:1210,218790.0,263.59,28.21,5.88,1.02,0.0
20150203:1310,93150.0,122.75,24.68,5.8,1.45,0.0
20150203:1410,53850.0,77.61,18.68,5.72,1.88,0.0
20150203:1510,46720.0,68.57,10.81,5.64,2.3,0.0
20150203:1610,0.0,0.0,1.63,4.74,2.15,0.0
20150203:1710,0.0,0.0,0.0,3.84,2.0,0.0
20150203:1810,0.0,0.0,0.0,2.95,1.85,0.0
20150203:1910,0.0,0.0,0.0,2.94,2.04,0.0
20150203:2010,0.0,0.0,0.0,2.94,2.23,0.0
20150203:2110,0.0,0.0,0.0,2.94,2.41,0.0
20150203:2210,0.0,0.0,0.0,3.09,2.69,0.0
20150203:2310,0.0,0.0,0.0,3.25,2.97,0.0
20150204:0010,0.0,0.0,0.0,3.4,3.26,0.0
20150204:0110,0.0,0.0,0.0,3.27,3.63,0.0
20150204:0210,0.0,0.0,0.0,3.15,4.01,0.0
20150204:0310,0.0,0.0,0.0,3.02,4.39,0.0
20150204:0410,0.0,0.0,0.0,2.85,3.68,0.0
20150204:0510,0.0,0.0,0.0,2.69,2.97,0.0
20150204:0610,0.0,0.0,0.0,2.53,2.26,0.0
20150204:0710,5950.0,16.65,5.67,3.01,2.98,0.0
20150204:0810,52570.0,75.02,14.4,3.5,3.71,0.0
20150204:0910,193580.0,229.71,21.61,3.98,4.43,0.0
20150204:1010,84750.0,112.11,26.71,3.97,3.93,0.0
20150204:1110,167680.0,203.65,29.12,3.97,3.43,0.0
20150204:1210,82880.0,110.15,28.51,3.96,2.92,0.0
20150204:1310,34960.0,54.82,24.97,4.12,2.67,0.0
20150204:1410,75870.0,102.1,18.95,4.28,2.42,0.0
20150204:1510,30160.0,48.84,11.07,4.44,2.17,0.0
20150204:1610,0.0,0.0,1.87,4.26,1.81,0.0
20150204:1710,0.0,0.0,0.0,4.08,1.46,0.0
20150204:1810,0.0,0.0,0.0,3.9,1.1,0.0
20150204:1910,0.0,0.0,0.0,4.07,1.58,0.0
20150204:2010,0.0,0.0,0.0,4.25,2.06,0.0
20150204:2110,0.0,0.0,0.0,4.43,2.54,0.0
20150204:2210,0.0,0.0,0.0,4.6,3.41,0.0
20150204:2310,0.0,0.0,0.0,4.77,4.29,0.0
20150205:0010,0.0,0.0,0.0,4.94,5.16,0.0
20150205:0110,0.0,0.0,0.0,4.98,5.64,0.0
20150205:0210,0.0,0.0,0.0,5.03,6.11,0.0
20150205:0310,0.0,0.0,0.0,5.07,6.59,0.0
20150205:0410,0.0,0.0,0.0,5.14,6.74,0.0
20150205:0510,0.0,0.0,0.0,5.21,6.88,0.0
20150205:0610,0.0,0.0,0.0,5.29,7.02,0.0
20150205:0710,4090.0,13.75,5.88,5.49,6.63,0.0
20150205:0810,17570.0,33.23,14.63,5.69,6.23,0.0
20150205:0910,27950.0,46.51,21.87,5.88,5.83,0.0
20150205:1010,30320.0,49.43,26.99,5.56,4.59,0.0
20150205:1110,54570.0,78.28,29.42,5.24,3.35,0.0
20150205:1210,36850.0,57.32,28.81,4.92,2.11,0.0
20150205:1310,24930.0,42.64,25.26,4.9,2.38,0.0
20150205:1410,21930.0,38.82,19.23,4.88,2.64,0.0
20150205:1510,16240.0,31.4,11.32,4.86,2.91,0.0
20150205:1610,0.0,0.0,2.11,4.62,2.52,0.0
20150205:1710,0.0,0.0,0.0,4.38,2.14,0.0
20150205:1810,0.0,0.0,0.0,4.15,1.75,0.0
20150205:1910,0.0,0.0,0.0,3.99,1.9,0.0
20150205:2010,0.0,0.0,0.0,3.83,2.05,0.0
20150205:2110,0.0,0.0,0.0,3.68,2.19,0.0
20150205:2210,0.0,0.0,0.0,3.47,2.77,0.0
20150205:2310,0.0,0.0,0.0,3.25,3.35,0.0
20150206:0010,0.0,0.0,0.0,3.04,3.93,0.0
20150206:0110,0.0,0.0,0.0,2.82,4.34,0.0
20150206:0210,0.0,0.0,0.0,2.59,4.76,0.0
20150206:0310,0.0,0.0,0.0,2.37,5.17,0.0
20150206:0410,0.0,0.0,0.0,2.41,5.41,0.0
20150206:0510,0.0,0.0,0.0,2.45,5.64,0.0
20150206:0610,0.0,0.0,0.0,2.49,5.88,0.0
20150206:0710,16380.0,30.97,6.1,2.76,5.53,0.0
20150206:0810,47740.0,69.39,14.87,3.03,5.18,0.0
20150206:0910,40260.0,60.88,22.14,3.3,4.83,0.0
20150206:1010,25700.0,43.25,27.28,2.91,5.41,0.0
20150206:1110,35330.0,54.89,29.73,2.53,6.0,0.0
